lessonId,title,displayedFormula,sourceWithinApplication,enginePreset,exampleInputs,expectedOutputs,reviewStatus
97,Factorisation,expand(factors) = original expression,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
97,Factorisation,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
98,Algebraic Fractions,denominator != 0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
98,Algebraic Fractions,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
99,Indices,x^a x^b = x^(a+b),core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
99,Indices,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
100,Surds,sqrt(ab) = sqrt(a)sqrt(b),core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
100,Surds,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
101,Rationalisation,1/sqrt(a) = sqrt(a)/a,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
101,Rationalisation,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
102,Polynomial Operations,ax^n + bx^n = (a+b)x^n,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
102,Polynomial Operations,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
103,Synthetic Division,f(a) = remainder when dividing by x - a,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
103,Synthetic Division,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
104,Remainder Theorem,remainder = f(a),core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
104,Remainder Theorem,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
105,Factor Theorem,x - a factor iff f(a)=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
105,Factor Theorem,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
106,Identities,(a + b)^2 = a^2 + 2ab + b^2,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
106,Identities,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
107,One-Step Equations,x + a = b => x = b - a,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
107,One-Step Equations,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
108,Multi-Step Equations,ax + b = c => x = (c-b)/a,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
108,Multi-Step Equations,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
109,Equations with Fractions,multiply both sides by the LCD,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
109,Equations with Fractions,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
110,Literal Equations,"A = lw => w = A/l, l != 0",core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
110,Literal Equations,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
111,Linear Equations,ax + b = c,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
111,Linear Equations,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
112,Simultaneous Linear Equations,both equations true,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
112,Simultaneous Linear Equations,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
113,Three-Variable Systems,three unknowns need enough independent equations,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
113,Three-Variable Systems,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
114,Quadratic Equations,ab = 0 => a = 0 or b = 0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
114,Quadratic Equations,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
115,Polynomial Equations,product = 0 means at least one factor is 0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
115,Polynomial Equations,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
116,Rational Equations,denominator != 0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
116,Rational Equations,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
117,Radical Equations,"sqrt(A)=b => A=b^2, b>=0",core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
117,Radical Equations,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
118,Exponential Equations,a^m = a^n => m = n,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
118,Exponential Equations,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
119,Logarithmic Equations,log_b(x)=c means x=b^c,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
119,Logarithmic Equations,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
120,Trigonometric Equations,sin(x) = sin(180 - x),core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
120,Trigonometric Equations,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
121,Absolute-Value Equations,|A| = k => A = k or A = -k,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
121,Absolute-Value Equations,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
122,Linear Inequalities,"if a < b, then -a > -b",core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
122,Linear Inequalities,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
123,Compound Inequalities,and means intersection,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
123,Compound Inequalities,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
124,Quadratic Inequalities,test between roots,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
124,Quadratic Inequalities,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
125,Polynomial Inequalities,roots split intervals,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
125,Polynomial Inequalities,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
126,Two-Variable Inequalities,test point satisfies inequality,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
126,Two-Variable Inequalities,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
127,Systems of Inequalities,solution = intersection of half-planes,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
127,Systems of Inequalities,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
128,Numerical Solver,residual = left side - right side,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
128,Numerical Solver,A=B\iff A-B=0,core lesson content formula card,algebra-cas.core-model,primary-control,symbolic-result,needs-review
129,Function Concept,f: input -> output,core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
129,Function Concept,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
130,Domain and Range,"domain = allowed x, range = possible y",core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
130,Domain and Range,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
131,Function Notation,f(a) means use input a,core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
131,Function Notation,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
132,Vertical-Line Test,one x -> one y,core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
132,Vertical-Line Test,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
133,Linear Functions,f(x)=mx+b,core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
133,Linear Functions,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
134,Quadratic Functions,f(x)=a(x-h)^2+k,core lesson content formula card,graph.quadratic,primary-control,graph-layer|value-table,needs-review
134,Quadratic Functions,y=f(x),core lesson content formula card,graph.quadratic,primary-control,graph-layer|value-table,needs-review
135,Cubic Functions,f(x)=x^3,core lesson content formula card,graph.cubic,primary-control,graph-layer|value-table,needs-review
135,Cubic Functions,y=f(x),core lesson content formula card,graph.cubic,primary-control,graph-layer|value-table,needs-review
136,Higher-Degree Polynomials,degree n -> at most n real roots,core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
136,Higher-Degree Polynomials,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
137,Reciprocal Functions,"f(x)=1/x, x!=0",core lesson content formula card,graph.rational,primary-control,graph-layer|value-table,needs-review
137,Reciprocal Functions,y=f(x),core lesson content formula card,graph.rational,primary-control,graph-layer|value-table,needs-review
138,Rational Functions,denominator != 0,core lesson content formula card,graph.rational,primary-control,graph-layer|value-table,needs-review
138,Rational Functions,y=f(x),core lesson content formula card,graph.rational,primary-control,graph-layer|value-table,needs-review
139,Square-Root Functions,"f(x)=sqrt(x), x>=0",core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
139,Square-Root Functions,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
140,Cube-Root Functions,f(x)=cuberoot(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
140,Cube-Root Functions,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
141,Absolute-Value Functions,|x| = distance from 0,core lesson content formula card,graph.absolute-value,primary-control,graph-layer|value-table,needs-review
141,Absolute-Value Functions,y=f(x),core lesson content formula card,graph.absolute-value,primary-control,graph-layer|value-table,needs-review
142,Exponential Functions,f(x)=a*b^x,core lesson content formula card,graph.exponential,primary-control,graph-layer|value-table,needs-review
142,Exponential Functions,y=f(x),core lesson content formula card,graph.exponential,primary-control,graph-layer|value-table,needs-review
143,Logarithmic Functions,log_b(x)=y means b^y=x,core lesson content formula card,graph.logarithmic,primary-control,graph-layer|value-table,needs-review
143,Logarithmic Functions,y=f(x),core lesson content formula card,graph.logarithmic,primary-control,graph-layer|value-table,needs-review
144,Trigonometric Functions,sin(theta) = y-coordinate,core lesson content formula card,graph.trigonometric,primary-control,graph-layer|value-table,needs-review
144,Trigonometric Functions,y=f(x),core lesson content formula card,graph.trigonometric,primary-control,graph-layer|value-table,needs-review
145,Hyperbolic Functions,cosh(x)=(e^x+e^-x)/2,core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
145,Hyperbolic Functions,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
146,Floor Function,floor(x)<=x,core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
146,Floor Function,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
147,Ceiling Function,ceiling(x)>=x,core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
147,Ceiling Function,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
148,Sign Function,"sign(x) in {-1,0,1}",core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
148,Sign Function,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
149,Piecewise Functions,use the matching condition,core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
149,Piecewise Functions,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
150,Composite Functions,(f o g)(x)=f(g(x)),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
150,Composite Functions,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
151,Inverse Functions,f^-1(f(x))=x,core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
151,Inverse Functions,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
152,Even and Odd Functions,"even: f(-x)=f(x), odd: f(-x)=-f(x)",core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
152,Even and Odd Functions,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
153,Increasing and Decreasing,x increases => compare y,core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
153,Increasing and Decreasing,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
154,Periodic Functions,f(x+T)=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
154,Periodic Functions,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
155,Recursive Functions,a_n depends on a_(n-1),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
155,Recursive Functions,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
156,Vertical Translation,g(x)=f(x)+k,core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
156,Vertical Translation,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
157,Horizontal Translation,g(x)=f(x-h),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
157,Horizontal Translation,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
158,Vertical Stretch and Compression,g(x)=a f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
158,Vertical Stretch and Compression,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
159,Horizontal Stretch and Compression,g(x)=f(cx),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
159,Horizontal Stretch and Compression,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
160,Reflection in x-Axis,"(x,y)->(x,-y)",core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
160,Reflection in x-Axis,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
161,Reflection in y-Axis,"(x,y)->(-x,y)",core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
161,Reflection in y-Axis,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
162,Combined Transformations,g(x)=a f(x-h)+k,core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
162,Combined Transformations,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
163,Transformation Order,new value uses previous value,core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
163,Transformation Order,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
164,Parameter Explorer,y=a x+b,core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
164,Parameter Explorer,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
165,Parent-Function Library,simplest family rule,core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
165,Parent-Function Library,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
166,Graph Matching,"formula, table, and graph agree",core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
166,Graph Matching,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
167,Cartesian Plane,"(x,y)",core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
167,Cartesian Plane,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
168,Plotting Points,"(x,y) means horizontal then vertical",core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
168,Plotting Points,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
169,Distance Between Points,d=sqrt((x2-x1)^2+(y2-y1)^2),core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
169,Distance Between Points,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
170,Midpoint,"M=((x1+x2)/2,(y1+y2)/2)",core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
170,Midpoint,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
171,Section Formula,"P=((nx1+mx2)/(m+n),(ny1+my2)/(m+n))",core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
171,Section Formula,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
172,Gradient / Slope,m=(y2-y1)/(x2-x1),core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
172,Gradient / Slope,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
173,Equation of a Line,y=mx+b,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
173,Equation of a Line,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
174,Parallel Lines,m1=m2,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
174,Parallel Lines,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
175,Perpendicular Lines,m1*m2=-1,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
175,Perpendicular Lines,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
176,Angle Between Lines,"parallel 0 degrees, perpendicular 90 degrees",core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
176,Angle Between Lines,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
177,Point-to-Line Distance,perpendicular to the line,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
177,Point-to-Line Distance,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
178,Coordinate Loci,x^2+y^2=r^2,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
178,Coordinate Loci,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
179,Coordinate Transformations,"(x,y)->(x+a,y+b)",core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
179,Coordinate Transformations,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
180,Polar Coordinates,"x=r cos theta, y=r sin theta",core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
180,Polar Coordinates,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
181,Parametric Coordinates,"(x,y)=(x(t),y(t))",core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
181,Parametric Coordinates,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
182,Barycentric Coordinates,"P=w1A+w2B+w3C, w1+w2+w3=1",core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
182,Barycentric Coordinates,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
183,Vector Introduction,"v=(x,y)",core lesson content formula card,vector.core-model,primary-control,vector-result,needs-review
183,Vector Introduction,\|v\|=\sqrt{x^2+y^2},core lesson content formula card,vector.core-model,primary-control,vector-result,needs-review
184,Component Form,"v=(vx,vy)",core lesson content formula card,vector.core-model,primary-control,vector-result,needs-review
184,Component Form,\|v\|=\sqrt{x^2+y^2},core lesson content formula card,vector.core-model,primary-control,vector-result,needs-review
185,Position Vectors,"OP=(x,y)",core lesson content formula card,vector.core-model,primary-control,vector-result,needs-review
185,Position Vectors,\|v\|=\sqrt{x^2+y^2},core lesson content formula card,vector.core-model,primary-control,vector-result,needs-review
186,Vector Addition,"u+v=(ux+vx,uy+vy)",core lesson content formula card,vector.core-model,primary-control,vector-result,needs-review
186,Vector Addition,\|v\|=\sqrt{x^2+y^2},core lesson content formula card,vector.core-model,primary-control,vector-result,needs-review
187,Vector Subtraction,"u-v=(ux-vx,uy-vy)",core lesson content formula card,vector.core-model,primary-control,vector-result,needs-review
187,Vector Subtraction,\|v\|=\sqrt{x^2+y^2},core lesson content formula card,vector.core-model,primary-control,vector-result,needs-review
188,Scalar Multiplication,"kv=(kvx,kvy)",core lesson content formula card,vector.core-model,primary-control,vector-result,needs-review
188,Scalar Multiplication,\|v\|=\sqrt{x^2+y^2},core lesson content formula card,vector.core-model,primary-control,vector-result,needs-review
189,Magnitude and Unit Vectors,|v|=sqrt(x^2+y^2),core lesson content formula card,vector.core-model,primary-control,vector-result,needs-review
189,Magnitude and Unit Vectors,\|v\|=\sqrt{x^2+y^2},core lesson content formula card,vector.core-model,primary-control,vector-result,needs-review
190,Dot Product,u dot v=uxvx+uyvy,core lesson content formula card,vector.core-model,primary-control,vector-result,needs-review
190,Dot Product,\|v\|=\sqrt{x^2+y^2},core lesson content formula card,vector.core-model,primary-control,vector-result,needs-review
191,Cross Product,u x v is perpendicular to u and v,core lesson content formula card,vector.core-model,primary-control,vector-result,needs-review
191,Cross Product,\|v\|=\sqrt{x^2+y^2},core lesson content formula card,vector.core-model,primary-control,vector-result,needs-review
192,Vector Projection,proj_v u=((u dot v)/(v dot v))v,core lesson content formula card,vector.core-model,primary-control,vector-result,needs-review
192,Vector Projection,\|v\|=\sqrt{x^2+y^2},core lesson content formula card,vector.core-model,primary-control,vector-result,needs-review
193,Linear Combinations,au+bv,core lesson content formula card,vector.core-model,primary-control,vector-result,needs-review
193,Linear Combinations,\|v\|=\sqrt{x^2+y^2},core lesson content formula card,vector.core-model,primary-control,vector-result,needs-review
194,Vector Equation of a Line,r=a+tv,core lesson content formula card,vector.core-model,primary-control,vector-result,needs-review
194,Vector Equation of a Line,\|v\|=\sqrt{x^2+y^2},core lesson content formula card,vector.core-model,primary-control,vector-result,needs-review
195,Vector Equation of a Plane,r=a+su+tv,core lesson content formula card,vector.core-model,primary-control,vector-result,needs-review
195,Vector Equation of a Plane,\|v\|=\sqrt{x^2+y^2},core lesson content formula card,vector.core-model,primary-control,vector-result,needs-review
196,Relative Motion,v_relative=v_a-v_b,core lesson content formula card,vector.core-model,primary-control,vector-result,needs-review
196,Relative Motion,\|v\|=\sqrt{x^2+y^2},core lesson content formula card,vector.core-model,primary-control,vector-result,needs-review
197,Force Vectors,F_result=sum F_i,core lesson content formula card,vector.core-model,primary-control,vector-result,needs-review
197,Force Vectors,\|v\|=\sqrt{x^2+y^2},core lesson content formula card,vector.core-model,primary-control,vector-result,needs-review
198,Free Point,"P=(x,y)",core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
198,Free Point,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
199,Point on Object,P on object,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
199,Point on Object,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
200,Intersection Point,object A meets object B,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
200,Intersection Point,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
201,Midpoint or Centre,"M=((x1+x2)/2,(y1+y2)/2)",core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
201,Midpoint or Centre,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
202,Attach / Detach Point,attach means constrain,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
202,Attach / Detach Point,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
203,Line Through Two Points,line AB,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
203,Line Through Two Points,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
204,Segment,segment AB,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
204,Segment,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
205,Segment with Given Length,AB = fixed length,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
205,Segment with Given Length,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
206,Ray,ray AB,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
206,Ray,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
207,Polyline,A-B-C,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
207,Polyline,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
208,Perpendicular Line,l perpendicular m,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
208,Perpendicular Line,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
209,Parallel Line,l parallel m,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
209,Parallel Line,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
210,Perpendicular Bisector,perpendicular at midpoint,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
210,Perpendicular Bisector,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
211,Angle Bisector,angle A split equally,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
